"","wine_type","fixed_acidity","volatile_acidity","citric.acid","residual_sugar","chlorides","free_sulfur_dioxide","total_sulfur_dioxide","density","pH","sulphates","alcohol","quality","fit.cluster"
"1715",1,6.8,0.3,0.24,6.6,0.123,35,116,0.9953,3.07,0.48,9.4,5,4
"1716",1,6.5,0.18,0.34,1.6,0.04,43,148,0.9912,3.32,0.59,11.5,8,1
"1717",1,7,0.21,0.31,6,0.046,29,108,0.9939,3.26,0.5,10.8,6,4
"1718",1,6.8,0.27,0.32,1.5,0.044,19,142,0.9921,3.1,0.43,9.9,6,1
"1719",1,9.3,0.2,0.33,1.7,0.05,28,178,0.9954,3.16,0.43,9,4,2
"1720",1,5.8,0.23,0.27,1.8,0.043,24,69,0.9933,3.38,0.31,9.4,6,6
"1721",1,7.6,0.2,0.39,2.6,0.044,30,180,0.9941,3.46,0.44,10.8,7,2
"1722",1,8.2,0.15,0.48,2.7,0.052,24,190,0.995,3.5,0.45,10.9,7,2
"1723",1,7.5,0.4,1,19.5,0.041,33,148,0.9977,3.24,0.38,12,6,1
"1724",1,6.5,0.18,0.34,1.6,0.04,43,148,0.9912,3.32,0.59,11.5,8,1
"1725",1,7,0.13,0.3,5,0.056,31,122,0.9945,3.47,0.42,10.5,6,4
"1726",1,6.9,0.17,0.22,4.6,0.064,55,152,0.9952,3.29,0.37,9.3,6,9
"1727",1,7,0.3,0.32,6.4,0.034,28,97,0.9924,3.23,0.44,11.8,6,3
"1728",1,7.6,0.445,0.44,14.5,0.045,68,212,0.9986,3.48,0.36,10,6,10
"1729",1,6.8,0.3,0.24,6.6,0.123,35,116,0.9953,3.07,0.48,9.4,5,4
"1730",1,7.5,0.22,0.33,6.7,0.036,45,138,0.9939,3.2,0.68,11.4,6,1
"1731",1,9.2,0.23,0.3,1.1,0.031,40,99,0.9929,2.94,0.3,10.4,6,3
"1732",1,8.7,0.34,0.46,13.8,0.055,68,198,0.9988,3.36,0.37,9.5,6,10
"1733",1,6.6,0.545,0.04,2.5,0.031,48,111,0.9906,3.14,0.32,11.9,5,4
"1734",1,8.1,0.3,0.31,1.1,0.041,49,123,0.9914,2.99,0.45,11.1,6,4
"1735",1,6.9,0.16,0.3,9.6,0.057,50,185,0.9978,3.39,0.38,9.6,6,10
"1736",1,8,0.32,0.36,4.6,0.042,56,178,0.9928,3.29,0.47,12,6,10
"1737",1,6.1,0.22,0.23,3.1,0.052,15,104,0.9948,3.14,0.42,8.7,5,3
"1738",1,6.9,0.16,0.3,9.6,0.057,50,185,0.9978,3.39,0.38,9.6,6,10
"1739",1,7.5,0.15,0.38,1.8,0.054,19,101,0.9946,3.24,0.44,10,5,3
"1740",1,8.4,0.29,0.29,1.05,0.032,4,55,0.9908,2.91,0.32,11.4,4,5
"1741",1,6.6,0.37,0.47,6.5,0.061,23,150,0.9954,3.14,0.45,9.6,6,1
"1742",1,7.7,0.38,0.4,2,0.038,28,152,0.9906,3.18,0.32,12.9,6,1
"1743",1,6.3,0.25,0.23,14.9,0.039,47,142,0.99705,3.14,0.35,9.7,6,9
"1744",1,8.3,0.3,0.36,10,0.042,33,169,0.9982,3.23,0.51,9.3,6,2
"1745",1,6.6,0.22,0.58,1.1,0.133,52,136,0.9932,3.1,0.3,9.1,5,9
"1746",1,6.1,0.34,0.31,12,0.053,46,238,0.9977,3.16,0.48,8.6,5,8
"1747",1,7.5,0.22,0.29,4.8,0.05,33,87,0.994,3.14,0.42,9.9,5,3
"1748",1,8.3,0.3,0.36,10,0.042,33,169,0.9982,3.23,0.51,9.3,6,2
"1749",1,8,0.27,0.24,1.2,0.044,20,102,0.9929,3.28,0.42,10.9,5,3
"1750",1,6.1,0.17,0.27,1.5,0.056,45,135,0.9924,3.2,0.43,10.2,6,1
"1751",1,7.4,0.18,0.3,10.4,0.045,44,174,0.9966,3.11,0.57,9.7,6,2
"1752",1,6.7,0.16,0.28,2.5,0.046,40,153,0.9921,3.38,0.51,11.4,7,9
"1753",1,6.1,0.255,0.44,12.3,0.045,53,197,0.9967,3.24,0.54,9.5,6,10
"1754",1,7.4,0.23,0.25,1.4,0.049,43,141,0.9934,3.42,0.54,10.2,7,1
"1755",1,6.4,0.16,0.28,2.2,0.042,33,93,0.9914,3.31,0.43,11.1,6,3
"1756",1,6.3,0.25,0.23,14.9,0.039,47,142,0.99705,3.14,0.35,9.7,6,9
"1757",1,6.7,0.27,0.25,8,0.053,54,202,0.9961,3.22,0.43,9.3,5,10
"1758",1,6.9,0.29,0.23,8.6,0.056,56,215,0.9967,3.17,0.44,8.8,5,8
"1759",1,9.6,0.21,0.28,1.2,0.038,12,53,0.9926,2.8,0.46,10.6,5,5
"1760",1,6.6,0.62,0.2,8.7,0.046,81,224,0.99605,3.17,0.44,9.3,5,8
"1761",1,6.4,0.28,0.19,5.4,0.042,67,181,0.99435,3.31,0.35,10.2,6,10
"1762",1,8,0.3,0.28,5.7,0.044,31,124,0.9948,3.16,0.51,10.2,6,4
"1763",1,6.4,0.17,0.27,1.5,0.037,20,98,0.9916,3.46,0.42,11,7,3
"1764",1,7.3,0.21,0.3,10.9,0.037,18,112,0.997,3.4,0.5,9.6,6,4
"1765",1,6.7,0.27,0.25,8,0.053,54,202,0.9961,3.22,0.43,9.3,5,10
"1766",1,6.9,0.29,0.23,8.6,0.056,56,215,0.9967,3.17,0.44,8.8,5,8
"1767",1,6.6,0.32,0.26,7.7,0.054,56,209,0.9961,3.17,0.45,8.8,5,10
"1768",1,7.4,0.32,0.22,1.7,0.051,50,179,0.9955,3.28,0.69,8.9,5,10
"1769",1,6.6,0.37,0.07,1.4,0.048,58,144,0.9922,3.17,0.38,10,5,9
"1770",1,7.7,0.43,0.28,4.5,0.046,33,102,0.9918,3.16,0.56,12.2,7,3
"1771",1,7.8,0.39,0.26,9.9,0.059,33,181,0.9955,3.04,0.42,10.9,6,2
"1772",1,6.5,0.18,0.26,1.4,0.041,40,141,0.9941,3.34,0.72,9.5,6,1
"1773",1,7.8,0.4,0.26,9.5,0.059,32,178,0.9955,3.04,0.43,10.9,6,2
"1774",1,7.8,0.39,0.26,9.9,0.059,33,181,0.9955,3.04,0.42,10.9,6,2
"1775",1,6.9,0.19,0.28,3,0.054,33,99,0.9924,3.16,0.4,10.8,6,3
"1776",1,7.7,0.49,1,19.6,0.03,28,135,0.9973,3.24,0.4,12,6,1
"1777",1,6.6,0.25,0.35,14,0.069,42,163,0.999,3.56,0.47,9.8,5,2
"1778",1,6.5,0.18,0.26,1.4,0.041,40,141,0.9941,3.34,0.72,9.5,6,1
"1779",1,6.4,0.15,0.36,1.8,0.034,43,150,0.9922,3.42,0.69,11,8,9
"1780",1,6.4,0.15,0.36,1.8,0.034,43,150,0.9922,3.42,0.69,11,8,9
"1781",1,8.4,0.17,0.31,5.4,0.052,47,150,0.9953,3.24,0.38,9.8,5,9
"1782",1,6.1,0.32,0.37,1.8,0.051,13,200,0.9945,3.49,0.44,10.5,4,2
"1783",1,8.5,0.21,0.26,9.25,0.034,73,142,0.9945,3.05,0.37,11.4,6,9
"1784",1,8.7,0.45,0.4,1.5,0.067,17,100,0.9957,3.27,0.57,10.1,6,3
"1785",1,6.7,0.24,0.29,6.8,0.038,54,127,0.9932,3.33,0.46,11.6,7,1
"1786",1,8.5,0.21,0.26,9.25,0.034,73,142,0.9945,3.05,0.37,11.4,6,9
"1787",1,7.4,0.33,0.26,2.6,0.04,29,115,0.9913,3.07,0.52,11.8,7,4
"1788",1,7.2,0.26,0.3,2.1,0.033,50,158,0.9909,3.33,0.43,12.1,7,9
"1789",1,8.2,0.36,0.29,7.6,0.035,37,122,0.9939,3.16,0.34,12,5,4
"1790",1,7.8,0.2,0.24,1.6,0.026,26,189,0.991,3.08,0.74,12.1,7,2
"1791",1,9.4,0.16,0.3,1.4,0.042,26,176,0.9954,3.15,0.46,9.1,5,2
"1792",1,6.4,0.33,0.24,1.6,0.054,25,117,0.9943,3.36,0.5,9.3,5,4
"1793",1,7.8,0.22,0.36,1.4,0.056,21,153,0.993,3.2,0.53,10.4,6,1
"1794",1,7.4,0.35,0.31,17.95,0.062,42,187,1.0002,3.27,0.64,9.1,5,10
"1795",1,6.6,0.37,0.24,2,0.064,23,120,0.9946,3.32,0.54,9.4,5,4
"1796",1,6.7,0.37,0.41,6.3,0.061,22,149,0.9953,3.16,0.47,9.6,6,1
"1797",1,7.1,0.37,0.32,1.4,0.037,27,126,0.9918,3.19,0.62,12,5,4
"1798",1,6.9,0.25,0.27,9.05,0.039,37,128,0.9936,3.27,0.34,11.3,8,1
"1799",1,6.8,0.23,0.29,15.4,0.073,56,173,0.9984,3.06,0.41,8.7,6,9
"1800",1,6.4,0.26,0.21,7.1,0.04,35,162,0.9956,3.39,0.58,9.9,6,2
"1801",1,7.6,0.3,0.22,10.2,0.049,57,191,0.9966,3.08,0.4,9.3,6,10
"1802",1,9.4,0.16,0.23,1.6,0.042,14,67,0.9942,3.07,0.32,9.5,5,6
"1803",1,6.8,0.23,0.29,15.4,0.073,56,173,0.9984,3.06,0.41,8.7,6,9
"1804",1,6.4,0.26,0.21,7.1,0.04,35,162,0.9956,3.39,0.58,9.9,6,2
"1805",1,7.6,0.3,0.22,10.2,0.049,57,191,0.9966,3.08,0.4,9.3,6,10
"1806",1,7.5,0.33,0.39,12.4,0.065,29,119,0.9974,3.16,0.39,9.4,5,4
"1807",1,7.6,0.38,0.2,3.4,0.046,9,116,0.9944,3.15,0.41,9.4,5,4
"1808",1,8.8,0.2,0.43,15,0.053,60,184,1.0008,3.28,0.79,8.8,6,10
"1809",1,7.5,0.33,0.39,12.4,0.065,29,119,0.9974,3.16,0.39,9.4,5,4
"1810",1,8.8,0.2,0.43,15,0.053,60,184,1.0008,3.28,0.79,8.8,6,10
"1811",1,6.6,0.36,0.21,1.5,0.049,39,184,0.9928,3.18,0.41,9.9,6,2
"1812",1,7.6,0.38,0.2,3.4,0.046,9,116,0.9944,3.15,0.41,9.4,5,4
"1813",1,5.6,0.46,0.24,4.8,0.042,24,72,0.9908,3.29,0.37,12.6,6,6
"1814",1,7.2,0.15,0.38,1.2,0.038,18,110,0.9917,3.19,0.43,11.1,6,4
"1815",1,8.2,0.42,0.29,4.1,0.03,31,100,0.9911,3,0.32,12.8,7,3
"1816",1,6.8,0.3,0.35,2.8,0.038,10,164,0.9912,3.09,0.53,12,6,2
"1817",1,6.7,0.27,0.3,13.9,0.029,34,131,0.9953,3.36,0.5,12,7,1
"1818",1,7.2,0.5,0,0.8,0.034,46,114,0.9932,3.19,0.34,9.2,4,4
"1819",1,6,0.26,0.29,1,0.032,27,96,0.9896,3.38,0.44,12.3,6,3
"1820",1,6.8,0.33,0.28,1.2,0.032,38,131,0.9889,3.19,0.41,13,6,1
"1821",1,6.8,0.3,0.35,2.8,0.038,10,164,0.9912,3.09,0.53,12,6,2
"1822",1,7.4,0.29,0.31,1.7,0.035,23,110,0.9926,3.07,0.38,10.9,5,4
"1823",1,8.2,0.42,0.29,4.1,0.03,31,100,0.9911,3,0.32,12.8,7,3
"1824",1,7.3,0.19,0.24,6.3,0.054,34,231,0.9964,3.36,0.54,10,6,8
"1825",1,6.5,0.32,0.12,11.5,0.033,35,165,0.9974,3.22,0.32,9,5,2
"1826",1,7.1,0.32,0.4,1.5,0.034,13,84,0.9944,3.42,0.6,10.4,5,6
"1827",1,6.5,0.32,0.12,11.5,0.033,35,165,0.9974,3.22,0.32,9,5,2
"1828",1,7.3,0.19,0.24,6.3,0.054,34,231,0.9964,3.36,0.54,10,6,8
"1829",1,7.3,0.17,0.23,6.3,0.051,35,240,0.9963,3.36,0.54,10,6,8
"1830",1,7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,7,2
"1831",1,7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,7,2
"1832",1,7.4,0.49,0.24,15.1,0.03,34,153,0.9953,3.13,0.51,12,7,1
"1833",1,7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,7,2
"1834",1,7.4,0.49,0.24,15.1,0.03,34,153,0.9953,3.13,0.51,12,7,1
"1835",1,6.4,0.21,0.3,5.6,0.044,43,160,0.9949,3.6,0.41,10.6,6,9
"1836",1,8,0.55,0.42,12.6,0.211,37,213,0.9988,2.99,0.56,9.3,5,10
"1837",1,7,0.19,0.23,5.7,0.123,27,104,0.9954,3.04,0.54,9.4,6,3
"1838",1,7.2,0.24,0.29,2.2,0.037,37,102,0.992,3.27,0.64,11,7,3
"1839",1,6.5,0.34,0.36,11,0.052,53,247,0.9984,3.44,0.55,9.3,6,8
"1840",1,7,0.19,0.23,5.7,0.123,27,104,0.9954,3.04,0.54,9.4,6,3
"1841",1,6.9,0.18,0.33,1,0.054,24,164,0.9926,3.42,0.51,10.5,5,2
"1842",1,7.2,0.24,0.29,2.2,0.037,37,102,0.992,3.27,0.64,11,7,3
"1843",1,8.2,0.18,0.31,11.8,0.039,96,249,0.9976,3.07,0.52,9.5,6,8
"1844",1,8.3,0.28,0.45,7.8,0.059,32,139,0.9972,3.33,0.77,11.2,6,1
"1845",1,6.1,0.34,0.46,4.7,0.029,21,94,0.991,3.29,0.62,12.3,6,3
"1846",1,7.4,0.44,0.2,11.5,0.049,44,157,0.998,3.27,0.44,9,5,9
"1847",1,7.6,0.26,0.58,7.9,0.041,62,180,0.9966,3.07,0.38,9,5,10
"1848",1,7.4,0.44,0.2,11.5,0.049,44,157,0.998,3.27,0.44,9,5,9
"1849",1,8.7,0.49,0.57,17.8,0.052,34,243,1.0007,2.98,0.82,9,5,8
"1850",1,7,0.24,0.25,1.7,0.042,48,189,0.992,3.25,0.42,11.4,6,10
"1851",1,7.1,0.25,0.25,1.6,0.046,50,181,0.9925,3.2,0.42,11,7,10
"1852",1,6.1,0.34,0.46,4.7,0.029,21,94,0.991,3.29,0.62,12.3,6,3
"1853",1,6.4,0.18,0.31,1.6,0.049,36,127,0.9934,3.6,0.67,10.4,7,4
"1854",1,8.3,0.27,0.39,2.4,0.058,16,107,0.9955,3.28,0.59,10.3,5,3
"1855",1,6.8,0.24,0.35,6.4,0.048,44,172,0.9944,3.29,0.55,10.5,7,2
"1856",1,8,0.22,0.28,14,0.053,83,197,0.9981,3.14,0.45,9.8,6,10
"1857",1,10,0.91,0.42,1.6,0.056,34,181,0.9968,3.11,0.46,10,4,2
"1858",1,8.9,0.34,0.34,1.6,0.056,13,176,0.9946,3.14,0.47,9.7,5,2
"1859",1,8.9,0.33,0.34,1.4,0.056,14,171,0.9946,3.13,0.47,9.7,5,2
"1860",1,8,0.22,0.28,14,0.053,83,197,0.9981,3.14,0.45,9.8,6,10
"1861",1,6.7,0.18,0.19,4.7,0.046,57,161,0.9946,3.32,0.66,10.5,6,9
"1862",1,7.8,0.2,0.28,10.2,0.054,78,186,0.997,3.14,0.46,10,6,10
"1863",1,7.3,0.13,0.31,2.3,0.054,22,104,0.9924,3.24,0.92,11.5,7,3
"1864",1,6.6,0.28,0.3,7.8,0.049,57,202,0.9958,3.24,0.39,9.5,5,10
"1865",1,7.1,0.25,0.3,2.4,0.042,25,122,0.994,3.43,0.61,10.5,6,4
"1866",1,7.6,0.36,0.44,8.3,0.255,28,142,0.9958,3.12,0.43,10.2,6,1
"1867",1,7.6,0.27,0.25,13.9,0.05,45,199,0.9984,3.34,0.5,9.8,6,10
"1868",1,6.9,0.37,0.28,13.8,0.031,34,137,0.9948,3.1,0.37,11.6,6,1
"1869",1,7.4,0.21,0.27,7.3,0.031,41,144,0.9932,3.15,0.38,11.8,7,1
"1870",1,8.2,0.18,0.28,8.5,0.035,41,140,0.9952,3.04,0.37,10.1,7,1
"1871",1,6.3,0.19,0.21,1.8,0.049,35,163,0.9924,3.31,0.5,10.3,6,2
"1872",1,7,0.21,0.22,5.1,0.048,38,168,0.9945,3.34,0.49,10.4,6,2
"1873",1,5.8,0.33,0.2,16.05,0.047,26,166,0.9976,3.09,0.46,8.9,5,2
"1874",1,5.8,0.33,0.2,16.05,0.047,26,166,0.9976,3.09,0.46,8.9,5,2
"1875",1,7.9,0.29,0.31,7.35,0.034,37,154,0.9938,3.06,0.31,10.8,5,1
"1876",1,6.6,0.31,0.38,16.05,0.058,16,165,0.9997,3.38,0.6,9.2,5,2
"1877",1,8,0.19,0.3,2,0.053,48,140,0.994,3.18,0.49,9.6,6,1
"1878",1,8,0.2,0.36,1.2,0.032,21,78,0.9921,3.08,0.37,10.4,6,6
"1879",1,8,0.25,0.26,14,0.043,41,248,0.9986,3.03,0.57,8.7,6,8
"1880",1,7.2,0.2,0.61,16.2,0.043,14,103,0.9987,3.06,0.36,9.2,6,3
"1881",1,7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,5,10
"1882",1,7.2,0.2,0.61,16.2,0.043,14,103,0.9987,3.06,0.36,9.2,6,3
"1883",1,7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,5,10
"1884",1,7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,5,10
"1885",1,6.4,0.22,0.32,7.9,0.029,34,124,0.9948,3.4,0.39,10.2,5,4
"1886",1,7.2,0.2,0.61,16.2,0.043,14,103,0.9987,3.06,0.36,9.2,6,3
"1887",1,7,0.53,0.02,1,0.036,39,107,0.993,3.2,0.32,9,5,4
"1888",1,7.3,0.24,0.41,13.6,0.05,41,178,0.9988,3.37,0.43,9.7,5,2
"1889",1,7.2,0.24,0.4,17.85,0.049,50,185,1,3.34,0.42,9.6,5,10
"1890",1,7.6,0.15,0.4,1.3,0.036,24,112,0.9932,3.14,0.76,10,5,4
"1891",1,7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,5,10
"1892",1,7.6,0.33,0.41,13.7,0.045,44,197,0.9989,3.18,0.64,9.1,5,10
"1893",1,6.8,0.24,0.31,18.3,0.046,40,142,1,3.3,0.41,8.7,5,1
"1894",1,6.8,0.24,0.31,18.3,0.046,40,142,1,3.3,0.41,8.7,5,1
"1895",1,6.8,0.35,0.44,6.5,0.056,31,161,0.9952,3.14,0.44,9.5,5,2
"1896",1,7.9,0.26,0.33,10.3,0.039,73,212,0.9969,2.93,0.49,9.5,6,10
"1897",1,7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,6,9
"1898",1,7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,6,9
"1899",1,7.2,0.31,0.41,8.6,0.053,15,89,0.9976,3.29,0.64,9.9,6,3
"1900",1,6.7,0.44,0.31,1.9,0.03,41,104,0.99,3.29,0.62,12.6,7,4
"1901",1,10,0.23,0.27,14.1,0.033,45,166,0.9988,2.72,0.43,9.7,6,2
"1902",1,7.4,0.21,0.3,7.9,0.039,14,118,0.9942,2.96,0.34,10.4,5,4
"1903",1,8.8,0.23,0.35,10.7,0.04,26,183,0.9984,2.93,0.49,9.1,6,2
"1904",1,7.8,0.34,0.27,1.2,0.04,25,106,0.9932,3.01,0.55,10.4,5,3
"1905",1,7.9,0.26,0.33,10.3,0.039,73,212,0.9969,2.93,0.49,9.5,6,10
"1906",1,7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,6,9
"1907",1,6,0.28,0.35,1.9,0.037,16,120,0.9933,3.16,0.69,10.6,5,4
"1908",1,7.9,0.37,0.3,2.7,0.029,64,158,0.9916,3.12,0.59,12,7,9
"1909",1,7.2,0.36,0.36,5.7,0.038,26,98,0.9914,2.93,0.59,12.5,7,3
"1910",1,7.6,0.13,0.34,9.3,0.062,40,126,0.9966,3.21,0.39,9.6,5,4
"1911",1,6.6,0.25,0.36,8.1,0.045,54,180,0.9958,3.08,0.42,9.2,5,10
"1912",1,7.1,0.18,0.26,1.3,0.041,20,71,0.9926,3.04,0.74,9.9,6,6
"1913",1,7.9,0.3,0.27,8.5,0.036,20,112,0.9939,2.96,0.46,11.7,6,4
"1914",1,8.3,0.23,0.3,2.1,0.049,21,153,0.9953,3.09,0.5,9.6,6,1
"1915",1,6.8,0.43,0.3,3.5,0.033,27,135,0.9906,3,0.37,12,6,1
"1916",1,7.2,0.36,0.36,5.7,0.038,26,98,0.9914,2.93,0.59,12.5,7,3
"1917",1,6.6,0.25,0.36,8.1,0.045,54,180,0.9958,3.08,0.42,9.2,5,10
"1918",1,7.1,0.18,0.26,1.3,0.041,20,71,0.9926,3.04,0.74,9.9,6,6
"1919",1,6.6,0.35,0.29,14.4,0.044,54,177,0.9991,3.17,0.58,8.9,6,10
"1920",1,7.3,0.22,0.5,13.7,0.049,56,189,0.9994,3.24,0.66,9,6,10
"1921",1,8.1,0.26,0.33,11.1,0.052,52.5,158,0.9976,3.03,0.49,10.2,7,9
"1922",1,7.6,0.13,0.34,9.3,0.062,40,126,0.9966,3.21,0.39,9.6,5,4
"1923",1,7,0.12,0.19,4.9,0.055,27,127,0.9953,3.29,0.41,9.4,5,4
"1924",1,8.2,0.37,0.27,1.7,0.028,10,59,0.9923,2.97,0.48,10.4,5,6
"1925",1,7.6,0.26,0.36,1.6,0.032,6,106,0.993,3.15,0.4,10.4,4,3
"1926",1,6.3,0.2,0.58,1.4,0.204,15,97,0.9931,3.16,0.43,10,6,3
"1927",1,6.3,0.22,0.57,1.4,0.208,14,96,0.9932,3.16,0.43,10,6,3
"1928",1,7.1,0.25,0.28,1.6,0.052,46,169,0.9926,3.05,0.41,10.5,5,2
"1929",1,7,0.27,0.32,6.8,0.047,47,193,0.9938,3.23,0.39,11.4,6,10
"1930",1,8.8,0.34,0.33,9.7,0.036,46,172,0.9966,3.08,0.4,10.2,5,2
"1931",1,9.2,0.27,0.34,10.5,0.043,49,228,0.9974,3.04,0.41,10.4,6,8
"1932",1,7.1,0.49,0.22,2,0.047,146.5,307.5,0.9924,3.24,0.37,11,3,8
"1933",1,9.2,0.71,0.23,6.2,0.042,15,93,0.9948,2.89,0.34,10.1,6,3
"1934",1,7.2,0.47,0.65,8.3,0.083,27,182,0.9964,3,0.35,9.2,5,2
"1935",1,6.8,0.28,0.36,1.6,0.04,25,87,0.9924,3.23,0.66,10.3,6,3
"1936",1,8.8,0.34,0.33,9.7,0.036,46,172,0.9966,3.08,0.4,10.2,5,2
"1937",1,9.2,0.27,0.34,10.5,0.043,49,228,0.9974,3.04,0.41,10.4,6,8
"1938",1,7.3,0.13,0.27,4.6,0.08,34,172,0.9938,3.23,0.39,11.1,7,2
"1939",1,7.2,0.16,0.35,1.2,0.031,27,84,0.9928,3.33,0.34,9.9,5,3
"1940",1,6.8,0.31,0.32,7.6,0.052,35,143,0.9959,3.14,0.38,9,5,1
"1941",1,8.3,0.36,0.57,15,0.052,35,256,1.0001,2.93,0.64,8.6,5,8
"1942",1,6.8,0.31,0.32,7.6,0.052,35,143,0.9959,3.14,0.38,9,5,1
"1943",1,8.3,0.36,0.57,15,0.052,35,256,1.0001,2.93,0.64,8.6,5,8
"1944",1,6.3,0.25,0.44,11.6,0.041,48,195,0.9968,3.18,0.52,9.5,5,10
"1945",1,6,0.45,0.42,1.1,0.051,61,197,0.9932,3.02,0.4,9,5,10
"1946",1,8.1,0.26,0.3,7.8,0.049,39,152,0.9954,2.99,0.58,10,6,1
"1947",1,6.4,0.22,0.32,12,0.066,57,158,0.9992,3.6,0.43,9,6,9
"1948",1,5.7,0.45,0.42,1.1,0.051,61,197,0.9932,3.02,0.4,9,5,10
"1949",1,7.2,0.19,0.31,1.4,0.046,37,135,0.9939,3.34,0.57,10.2,7,1
"1950",1,6.7,0.31,0.44,6.7,0.054,29,160,0.9952,3.04,0.44,9.6,5,2
"1951",1,8,0.25,0.13,17.2,0.036,49,219,0.9996,2.96,0.46,9.7,5,8
"1952",1,9.9,1.005,0.46,1.4,0.046,34,185,0.9966,3.02,0.49,10.2,4,2
"1953",1,8.1,0.31,0.36,8.2,0.028,29,142,0.9925,3.01,0.34,13,7,1
"1954",1,8.1,0.24,0.38,4.3,0.044,49,172,0.996,3.37,0.74,10.8,6,2
"1955",1,8,0.25,0.13,17.2,0.036,49,219,0.9996,2.96,0.46,9.7,5,8
"1956",1,6.4,0.29,0.28,11.1,0.063,66,169,0.9973,2.89,0.57,9,5,9
"1957",1,7.2,0.15,0.33,1.1,0.027,16,63,0.9937,3.37,0.4,9.9,5,6
"1958",1,7,0.12,0.32,7.2,0.058,22,89,0.9966,3.29,0.38,9.2,6,3
"1959",1,7.4,0.32,0.55,16.6,0.056,53,238,1.0017,2.96,0.58,8.7,6,8
"1960",1,8.5,0.17,0.31,1,0.024,13,91,0.993,2.79,0.37,10.1,5,3
"1961",1,8.5,0.17,0.31,1,0.024,13,91,0.993,2.79,0.37,10.1,5,3
"1962",1,9.5,0.21,0.47,1.3,0.039,21,123,0.9959,2.9,0.64,9.5,5,4
"1963",1,8.2,0.21,0.48,1.4,0.041,11,99,0.9958,3.17,0.57,9.9,5,3
"1964",1,7.4,0.32,0.55,16.6,0.056,53,238,1.0017,2.96,0.58,8.7,6,8
"1965",1,6.8,0.31,0.42,6.9,0.046,50,173,0.9958,3.19,0.46,9,5,9
"1966",1,6.8,0.27,0.28,13.3,0.076,50,163,0.9979,3.03,0.38,8.6,6,9
"1967",1,7.4,0.21,0.3,8.1,0.047,13,114,0.9941,3.12,0.35,10.5,6,4
"1968",1,8,0.23,0.35,9.2,0.044,53,186,0.997,3.09,0.56,9.5,7,10
"1969",1,7.6,0.2,0.31,1.4,0.047,41,142,0.9934,3.43,0.53,10.1,6,1
"1970",1,6.3,0.41,0.3,3.2,0.03,49,164,0.9927,3.53,0.79,11.7,7,9
"1971",1,8.3,0.49,0.43,2.5,0.036,32,116,0.9944,3.23,0.47,10.7,6,4
"1972",1,6.3,0.41,0.3,3.2,0.03,49,164,0.9927,3.53,0.79,11.7,7,9
"1973",1,7.6,0.2,0.26,4.5,0.086,37,133,0.9963,3.15,0.42,9.2,5,1
"1974",1,7.5,0.26,0.26,18.35,0.084,33,139,1.0011,3.17,0.39,8.8,5,1
"1975",1,7.5,0.26,0.26,18.35,0.084,33,139,1.0011,3.17,0.39,8.8,5,1
"1976",1,6.8,0.27,0.35,7.8,0.048,76,197,0.9959,3.24,0.43,9.5,6,10
"1977",1,6.8,0.28,0.37,7,0.057,35,208,0.9973,3.57,0.55,10.2,5,10
"1978",1,8.4,0.2,0.27,6.3,0.048,30,143,0.9966,3.25,0.5,9.1,6,1
"1979",1,7.9,0.33,0.26,1.2,0.044,23,103,0.9932,3.19,0.54,10.5,6,3
"1980",1,7.5,0.38,0.5,12.8,0.042,57,184,0.9984,3.09,0.46,9,6,10
"1981",1,7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,8,10
"1982",1,7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,8,10
"1983",1,7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,8,10
"1984",1,7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,8,10
"1985",1,7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,8,10
"1986",1,8.1,0.19,0.58,16.65,0.049,48,181,1.0006,3.2,0.62,9.1,6,10
"1987",1,7.6,0.16,0.41,1.9,0.047,27,151,0.9937,3.2,0.53,10.1,6,1
"1988",1,8.1,0.22,0.28,7.7,0.043,57,176,0.9954,3.12,0.55,10,5,10
"1989",1,8,0.22,0.32,10.4,0.043,63,201,0.997,3.11,0.53,9.5,6,10
"1990",1,7.1,0.33,0.3,3.3,0.034,30,102,0.9912,3.08,0.31,12.3,7,3
"1991",1,6.4,0.43,0.27,1.1,0.054,5,110,0.9939,3.24,0.52,9.1,4,3
